#UniProt1	UniProt2	PubMedIDs	InteractionType	Directedness
Q1WWC9	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P52487	P04412	22110040	Post-translational_modification	PPI_directed
Q86P80	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q960G5	Q00805	22110040	Post-translational_modification	PPI_directed
H0RNA4	Q00805	22110040	Post-translational_modification	PPI_directed
Q7KM04	P04412	22110040	Post-translational_modification	PPI_directed
Q24213	P29503	22110040	Post-translational_modification	PPI_directed
Q961B0	Q08012	22110040	Post-translational_modification	PPI_directed
A1Z7L9	P04412	22110040	Post-translational_modification	PPI_directed
Q9VM21	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VNV0	Q08012	22110040	Post-translational_modification	PPI_directed
Q95TT5	P04412	22110040	Post-translational_modification	PPI_directed
Q9GSP5	P04412	22110040	Post-translational_modification	PPI_directed
Q02936	P11346	8722784;21071413	interaction_from_external_databases	PPI_undirected
P98081	P00522	7680635;9926937;2502313;10798396;21071413	interaction_from_external_databases	PPI_undirected
B7Z025	P04412	22110040	Post-translational_modification	PPI_directed
Q9W0Q1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P23647	P04412	22110040	Post-translational_modification	PPI_directed
A4V0X0	P29503	22110040	Post-translational_modification	PPI_directed
Q9VGQ0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q8MR96	P04412	22110040	Post-translational_modification	PPI_directed
P23647	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q95SH0	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VT49	P04412	22110040	Post-translational_modification	PPI_directed
P04412	Q59E20	1980740;9383058;9806926;10349622;8824589;10331978;21071413	interaction_from_external_databases	PPI_undirected
A2VEX4	Q08012	22110040	Post-translational_modification	PPI_directed
Q9V9J3	P26675	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q9VDE6	O18335	23331499;21036869;16137928	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
Q058T2	Q9VM64	22110040	Post-translational_modification	PPI_directed
E1JJH9	P29503	22110040	Post-translational_modification	PPI_directed
Q86PE7	Q9VM64	22110040	Post-translational_modification	PPI_directed
A4V3G8	Q08012	22110040	Post-translational_modification	PPI_directed
Q9V8V8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q6NP58	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q3KN27	Q01083	22110040	Post-translational_modification	PPI_directed
Q6NNA8	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KTP1	P18289	9224721;21071413	interaction_from_external_databases	PPI_undirected
Q9VK37	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P07713	Q01083	10934021;21071413	interaction_from_external_databases	PPI_undirected
Q08012	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q7KTP1	Q24324	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
Q5LJP6	P29503	22110040	Post-translational_modification	PPI_directed
E1U3F8	Q08012	22110040	Post-translational_modification	PPI_directed
B7YZE5	P04412	22110040	Post-translational_modification	PPI_directed
Q59E65	P29503	22110040	Post-translational_modification	PPI_directed
Q9BKJ2	Q01083	22110040	Post-translational_modification	PPI_directed
A5JLB7	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VDF4	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VJA1	P29503	22110040	Post-translational_modification	PPI_directed
Q00168	P29503	22110040	Post-translational_modification	PPI_directed
P28465	Q9VVX3	23331499;21036869;12205098	Interaction_between_pathway_members	PPI_directed
Q9XYM5	P36872	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
P91634	P08646	15710747;22036573;21036869;21071413	interaction_from_external_databases	PPI_undirected
B6IDN4	Q01083	22110040	Post-translational_modification	PPI_directed
Q8MYR7	Q00805	22110040	Post-translational_modification	PPI_directed
A1Z870	Q00805	22110040	Post-translational_modification	PPI_directed
C0MJ66	P04412	22110040	Post-translational_modification	PPI_directed
O18335	P10041	23331499;16137758	Interaction_between_pathway_members	PPI_directed
Q08012	P11346	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
O96630	P04412	22110040	Post-translational_modification	PPI_directed
E5KZ50	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q0KI50	P04412	22110040	Post-translational_modification	PPI_directed
C9QP81	Q01083	22110040	Post-translational_modification	PPI_directed
C5I7D3	Q00805	22110040	Post-translational_modification	PPI_directed
P45891	P29503	22110040	Post-translational_modification	PPI_directed
B6UW08	P04412	22110040	Post-translational_modification	PPI_directed
A1Z867	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q9XTN2	Q08012	23331499;11897402;21036869	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
A4V402	Q00805	22110040	Post-translational_modification	PPI_directed
Q961D4	P29503	22110040	Post-translational_modification	PPI_directed
Q9NGX8	Q7YU60	23331499;10357889	Interaction_between_pathway_members	PPI_directed
Q961U1	P04412	22110040	Post-translational_modification	PPI_directed
Q6NP58	Q01083	22110040	Post-translational_modification	PPI_directed
P00528	P04412	22110040	Post-translational_modification	PPI_directed
Q86PC6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9Y1T2	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q86M59	Q01083	22110040	Post-translational_modification	PPI_directed
P18537	P16554	11146626;21071413	interaction_from_external_databases	PPI_undirected
G2J5W6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VA38	Q9VM64	22110040	Post-translational_modification	PPI_directed
B6UW17	Q01083	22110040	Post-translational_modification	PPI_directed
Q8IRR2	P04412	22110040	Post-translational_modification	PPI_directed
P91667	Q01083	22110040	Post-translational_modification	PPI_directed
B4YX00	Q00805	22110040	Post-translational_modification	PPI_directed
Q86P77	Q01083	22110040	Post-translational_modification	PPI_directed
H1ZYH6	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VMY8	Q9VVI3	22110040	Post-translational_modification	PPI_directed
D1Z359	P04412	22110040	Post-translational_modification	PPI_directed
Q7KKI9	Q01083	22110040	Post-translational_modification	PPI_directed
P10041	P04412	1980740;11944933;21071413	interaction_from_external_databases	PPI_undirected
E1JJI5	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P08630	P29503	22110040	Post-translational_modification	PPI_directed
Q7YU80	Q00805	22110040	Post-translational_modification	PPI_directed
A9YGS7	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VL34	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VMT1	P04412	22110040	Post-translational_modification	PPI_directed
D4G7B0	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P29503	P18168	17006545;16093323;21036869;23331499	Interaction_between_pathway_members;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
C5I7I2	Q00805	22110040	Post-translational_modification	PPI_directed
E5KZ57	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q6NP54	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VRJ6	Q08012	22110040	Post-translational_modification	PPI_directed
Q9W354	P29503	22110040	Post-translational_modification	PPI_directed
D3PFF6	Q08012	22110040	Post-translational_modification	PPI_directed
Q058T2	P29503	22110040	Post-translational_modification	PPI_directed
A8JUV9	Q00805	22110040	Post-translational_modification	PPI_directed
P16912	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q95V52	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VJC2	Q00805	22110040	Post-translational_modification	PPI_directed
Q3ZAJ5	Q08012	22110040	Post-translational_modification	PPI_directed
Q5IF96	Q00805	22110040	Post-translational_modification	PPI_directed
Q86NK8	P29503	22110040	Post-translational_modification	PPI_directed
Q8INB9	P04412	22110040	Post-translational_modification	PPI_directed
Q9VAS9	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9VDE9	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VRR9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P54367	Q00805	22110040	Post-translational_modification	PPI_directed
Q6NP56	Q08012	22110040	Post-translational_modification	PPI_directed
G4LU57	Q9VVI3	22110040	Post-translational_modification	PPI_directed
E1JIG3	P29503	22110040	Post-translational_modification	PPI_directed
B6IDN4	P04412	22110040	Post-translational_modification	PPI_directed
A1Z872	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P13368	P26675	21036869	Directed_protein-protein_interaction	PPI_predicted_as_directed
E1U3G2	Q01083	22110040	Post-translational_modification	PPI_directed
Q9VYN1	P29503	22110040	Post-translational_modification	PPI_directed
Q961D4	P04412	22110040	Post-translational_modification	PPI_directed
Q9W0R3	P04412	22110040	Post-translational_modification	PPI_directed
Q86B73	Q9VM64	22110040	Post-translational_modification	PPI_directed
C5WLP3	P29503	22110040	Post-translational_modification	PPI_directed
Q7KQP6	Q00805	22110040	Post-translational_modification	PPI_directed
D4G7B0	P04412	22110040	Post-translational_modification	PPI_directed
Q59E65	Q9VVI3	22110040	Post-translational_modification	PPI_directed
P49657	P29503	22110040	Post-translational_modification	PPI_directed
Q23985	Q9Y0H4	9832525;12648496;21036869;8150285;21071413;10353900	interaction_from_external_databases	PPI_undirected
Q9VN82	Q01083	22110040	Post-translational_modification	PPI_directed
G3JX25	P04412	22110040	Post-translational_modification	PPI_directed
Q8IML9	P29503	22110040	Post-translational_modification	PPI_directed
Q9XTK9	Q01083	22110040	Post-translational_modification	PPI_directed
Q966V0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
B7Z126	P04412	22110040	Post-translational_modification	PPI_directed
Q9VBP3	Q01083	22110040	Post-translational_modification	PPI_directed
A1ZA70	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
P18502	P23647	9874371;8861096;11820817;21071413	interaction_from_external_databases	PPI_undirected
Q7YU60	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q23993	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q7KQ58	P04412	22110040	Post-translational_modification	PPI_directed
Q7KNQ9	P11346	10557308;9814705;23331499;11063697;21071413	Interaction_between_pathway_members	PPI_directed
P27091	Q7KTP1	9521913;9735359;9636086;23331499;21071413	Interaction_between_pathway_members	PPI_directed
E1JJ51	Q08012	22110040	Post-translational_modification	PPI_directed
D3PFF6	Q9VM64	22110040	Post-translational_modification	PPI_directed
E1JGN0	Q00805	22110040	Post-translational_modification	PPI_directed
Q8IPP3	Q08012	22110040	Post-translational_modification	PPI_directed
B6UVZ5	Q01083	22110040	Post-translational_modification	PPI_directed
Q00805	P18824	10924470;10581282;11258709;21071413	interaction_from_external_databases	PPI_undirected
P49762	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VDW3	P04412	22110040	Post-translational_modification	PPI_directed
Q9U1M4	P04412	22110040	Post-translational_modification	PPI_directed
A1ZA68	Q01083	22110040	Post-translational_modification	PPI_directed
Q86BG1	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
Q24324	P04412	22110040;21071413	Post-translational_modification;Directed_protein-protein_interaction	PPI_directed;PPI_predicted_as_directed
Q9I7T8	P29503	22110040	Post-translational_modification	PPI_directed
Q0KHQ5	Q01083	22110040	Post-translational_modification	PPI_directed
Q7KV89	Q08012	22110040	Post-translational_modification	PPI_directed
Q9VSA4	Q01083	22110040	Post-translational_modification	PPI_directed
B6IDW7	Q01083	22110040	Post-translational_modification	PPI_directed
B6UVZ6	Q01083	22110040	Post-translational_modification	PPI_directed
Q7YU19	P29503	22110040	Post-translational_modification	PPI_directed
Q9VX75	P04412	22110040	Post-translational_modification	PPI_directed
Q9V9J3	P18289	10634792;21071413	interaction_from_external_databases	PPI_undirected
A1ZBL5	P29503	22110040	Post-translational_modification	PPI_directed
D3DMN9	Q00805	22110040	Post-translational_modification	PPI_directed
Q9VCR6	Q01083	22110040	Post-translational_modification	PPI_directed
Q8INB6	Q00805	22110040	Post-translational_modification	PPI_directed
Q03042	Q00805	22110040	Post-translational_modification	PPI_directed
Q7YU85	Q00805	22110040	Post-translational_modification	PPI_directed
P16554	Q01083	22110040	Post-translational_modification	PPI_directed
Q7JMV3	Q08012	22110040	Post-translational_modification	PPI_directed
Q95U21	P29503	22110040	Post-translational_modification	PPI_directed
Q95U75	Q9VM64	22110040	Post-translational_modification	PPI_directed
G3JX29	P04412	22110040	Post-translational_modification	PPI_directed
Q9W0V1	Q8INB9	11752451;11943559;11344272;23331499;21071413	Interaction_between_pathway_members	PPI_directed
Q9V407	P18824	11493532;23331499;10838083;22036573;21036869;21071413	Interaction_between_pathway_members;interaction_from_external_databases	PPI_directed;PPI_undirected
A1ZA05	Q9VM64	22110040	Post-translational_modification	PPI_directed
C8VUY9	Q01083	22110040	Post-translational_modification	PPI_directed
Q9W0Q1	Q00805	22110040	Post-translational_modification	PPI_directed
Q9V9J3	Q00805	22110040	Post-translational_modification	PPI_directed
Q29R23	P04412	22110040	Post-translational_modification	PPI_directed
C4JC89	Q00805	22110040	Post-translational_modification	PPI_directed
O61444	Q00805	22110040	Post-translational_modification	PPI_directed
B6UW03	Q08012	22110040	Post-translational_modification	PPI_directed
B7Z0R6	Q01083	22110040	Post-translational_modification	PPI_directed
Q24096	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
D3DMK5	Q08012	22110040	Post-translational_modification	PPI_directed
P18824	Q24114	10421372;21071413	interaction_from_external_databases	PPI_undirected
Q9NHV9	Q9Y0H4	22110040	Post-translational_modification	PPI_directed
C9QP46	Q00805	22110040	Post-translational_modification	PPI_directed
D1YSG1	Q00805	22110040	Post-translational_modification	PPI_directed
Q24229	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q0E915	P04412	22110040	Post-translational_modification	PPI_directed
Q9VXE3	Q00805	22110040	Post-translational_modification	PPI_directed
B5RIT0	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9W5Q1	Q9VVI3	22110040	Post-translational_modification	PPI_directed
Q9VNG2	Q00805	22110040	Post-translational_modification	PPI_directed
Q02308	Q23985	10842054;21071413	interaction_from_external_databases	PPI_undirected
Q5U118	P29503	22110040	Post-translational_modification	PPI_directed
O61444	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q24096	Q9VM64	22110040	Post-translational_modification	PPI_directed
Q9Y1T2	Q01083	22110040	Post-translational_modification	PPI_directed
Q9U470	Q9W0V1	23331499;11943559	Interaction_between_pathway_members	PPI_directed
Q9VZI9	Q01083	22110040	Post-translational_modification	PPI_directed
Q8INB9	Q01083	22110040	Post-translational_modification	PPI_directed
P18475	Q24151	12750336;12183376;21071413	interaction_from_external_databases	PPI_undirected
A8JV17	Q08012	22110040	Post-translational_modification	PPI_directed
E1JJM8	Q00805	22110040	Post-translational_modification	PPI_directed
